발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2019,2019020806,주,금,1,0,0,0,0,서울,마포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,952512,1950360,126.9623787,37.55135863
2019,2019020810,주,금,1,0,0,0,0,전남,영광군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,건설기계,913131,1701357,126.544496,35.30397324
2019,2019020813,주,금,1,0,0,0,0,충북,옥천군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,1010124.4,1808319.6,127.6127225,36.27209747
2019,2019020814,주,금,1,0,0,0,0,경북,구미시,차대사람,기타,기타,기타,단일로,기타단일로,승합차,보행자,1082912,1793827,128.4215353,36.13794534
2019,2019020815,주,금,1,0,0,0,0,인천,미추홀구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,926283,1941133,126.6663839,37.46647316
2019,2019020902,야,토,1,0,0,0,0,경북,포항시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1168587,1784946,129.3715399,36.04681059
2019,2019020913,주,토,1,2,0,0,2,경기,평택시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,963757,1896117,127.0923304,37.06293786
2019,2019020913,주,토,1,0,0,0,0,경남,김해시,차대차,기타,기타,신호위반,교차로,교차로내,승용차,이륜차,1124361,1697264,128.8671829,35.26311644
2019,2019020922,야,토,1,3,1,2,0,인천,남동구,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,이륜차,승용차,932234,1939081,126.7338628,37.44843421
2019,2019021014,주,일,1,2,2,0,0,대전,중구,차대사람,보도통행중,보도통행중,중앙선 침범,단일로,기타단일로,승용차,보행자,993791,1813679,127.4308279,36.32044824
2019,2019021105,야,월,1,2,0,2,0,대전,유성구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,985214,1817592,127.3352007,36.355632
2019,2019021109,주,월,2,3,2,1,0,전남,구례군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,994727,1693761,127.4420456,35.23924077
2019,2019021116,주,월,1,2,1,1,0,경북,청도군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,화물차,1110013,1745675,128.7160357,35.70120625
2019,2019021119,야,월,1,0,0,0,0,서울,종로구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,952632,1955433,126.9634092,37.59708856
2019,2019021120,야,월,1,0,0,0,0,충남,금산군,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,998172,1792549,127.4796843,36.1299668
2019,2019021200,야,화,1,0,0,0,0,서울,강남구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,958931,1942954,127.0354612,37.48491434
2019,2019021205,야,화,1,2,2,0,0,경기,용인시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,화물차,974544,1918157,127.212913,37.26196286
2019,2019021211,주,화,1,0,0,0,0,제주,제주시,차대사람,기타,기타,안전운전 의무 불이행,기타,기타,승용차,보행자,891215,1497322,126.3293666,33.46216229
2019,2019021218,야,화,1,0,0,0,0,서울,강남구,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,승용차,승용차,960592,1947218,127.0540199,37.5234198
2019,2019021220,야,화,1,0,0,0,0,전남,구례군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,995236,1693941,127.4476388,35.24086639
2019,2019021223,야,화,1,0,0,0,0,경기,화성시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,955689,1908630,127.0008426,37.17538228
2019,2019021300,야,수,1,0,0,0,0,대구,수성구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1100270,1759385,128.6100757,35.82583627
2019,2019021301,야,수,1,0,0,0,0,경기,안산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,943014,1925499,126.8567764,37.3267432
2019,2019021304,야,수,1,0,0,0,0,서울,강남구,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,959294,1944810,127.0394643,37.50165926
2019,2019021306,주,수,1,0,0,0,0,충남,천안시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,973677,1876326,127.2046016,36.88486587
2019,2019021308,주,수,2,1,0,0,1,경기,고양시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,941969,1961739,126.8421233,37.65331283
2019,2019021309,주,수,2,1,0,1,0,충남,당진시,차대차,측면충돌,측면충돌,기타,교차로,교차로내,승용차,건설기계,916638,1889978,126.5630515,37.00460083
2019,2019021311,주,수,1,0,0,0,0,강원,영월군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1080419,1921308,128.4072412,37.28723707
2019,2019021314,주,수,1,0,0,0,0,경남,창원시(통합),차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1106897,1685208,128.6736631,35.15644585
2019,2019021314,주,수,1,0,0,0,0,경남,고성군,차량단독,전도,전도,안전운전 의무 불이행,기타,기타,농기계,없음,1056833,1660322,128.1223287,34.93613091
2019,2019021316,주,수,1,0,0,0,0,충북,옥천군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1023779,1814909,127.7649492,36.3312636
2019,2019021318,야,수,1,0,0,0,0,전남,보성군,차량단독,전도,전도,안전운전 의무 불이행,기타,기타,화물차,없음,961204,1644732,127.0758952,34.79640093
2019,2019021319,야,수,1,1,0,1,0,경북,경산시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,이륜차,1111513,1760421,128.7346655,35.83396098
2019,2019021321,야,수,1,0,0,0,0,경북,포항시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1170368,1788205,129.3920049,36.07586698
2019,2019021321,야,수,1,0,0,0,0,광주,동구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,946664.1,1684521.9,126.914408,35.15452917
2019,2019021322,야,수,1,0,0,0,0,충북,제천시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,지하차도(도로)내,승합차,보행자,1062656.7,1904565.9,128.2054666,37.13769976
2019,2019021400,야,목,1,0,0,0,0,경기,오산시,차대사람,기타,기타,과속,단일로,기타단일로,승용차,보행자,962149,1906040,127.0737428,37.1523204
2019,2019021401,야,목,1,0,0,0,0,경북,청도군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,자전거,1114341,1736407,128.7625494,35.61716932
2019,2019021410,주,목,1,0,0,0,0,경기,김포시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,화물차,919516,1961536,126.5876295,37.6497893
2019,2019021418,야,목,1,0,0,0,0,경기,이천시,차대사람,횡단중,횡단중,신호위반,교차로,교차로부근,승합차,보행자,1010301,1901849,127.6159479,37.1152516
2019,2019021419,야,목,1,0,0,0,0,경기,양평군,차대사람,기타,기타,과속,단일로,기타단일로,승용차,보행자,1003203,1943542,127.5362328,37.49112208
2019,2019021420,야,목,1,0,0,0,0,부산,부산진구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1140578,1685600,129.0434214,35.15583344
2019,2019021420,야,목,1,0,0,0,0,경기,평택시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,957042,1893386,127.0169569,37.03803692
2019,2019021422,야,목,1,0,0,0,0,경기,성남시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,964747,1930110,127.1018589,37.36938453
2019,2019021502,야,금,1,0,0,0,0,대구,서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1096502,1763276,128.5688379,35.86129011
2019,2019021506,주,금,1,0,0,0,0,경북,김천시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,1056844.2,1791471.8,128.131651,36.11859152
2019,2019021507,주,금,1,4,1,3,0,경기,화성시,차량단독,전도,전도,과속,단일로,기타단일로,승합차,없음,938392,1919987,126.8050668,37.27676676
2019,2019021510,주,금,1,1,0,1,0,경기,양주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,961192,1974226,127.0593743,37.76687316
2019,2019021511,주,금,1,0,0,0,0,강원,양양군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,화물차,1110548.8,1997650.2,128.7586345,37.97208737
2019,2019021512,주,금,1,0,0,0,0,충북,영동군,차대차,측면충돌,측면충돌,과속,교차로,교차로내,화물차,이륜차,1037349,1803268,127.9155886,36.22588586
2019,2019021512,주,금,1,0,0,0,0,대구,서구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1096590,1763600,128.5698516,35.86420216
2019,2019021513,주,금,1,2,2,0,0,강원,양양군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,기타,기타,승용차,없음,1098267,2015229,128.6212423,38.13190455
2019,2019021514,주,금,1,0,0,0,0,경기,구리시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,968036,1956891,127.13784,37.61089432
2019,2019021515,주,금,1,0,0,0,0,전북,전주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,966994,1755086,127.1347451,35.79164726
2019,2019021520,야,금,1,0,0,0,0,전북,군산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,928488,1775502,126.706819,35.97365346
2019,2019021521,야,금,1,0,0,0,0,서울,성북구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,957045,1955925,127.0133696,37.60173973
2019,2019021600,야,토,1,0,0,0,0,경기,성남시,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타,기타,승용차,보행자,967144,1934850,127.128719,37.41219723
2019,2019021602,야,토,1,0,0,0,0,경남,진주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,1052501,1688532,128.076681,35.1907311
2019,2019021607,주,토,1,0,0,0,0,전남,목포시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,897676,1645543,126.3814107,34.79931235
2019,2019021611,주,토,1,0,0,0,0,제주,제주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,916474,1499810,126.6009129,33.48686914
2019,2019021613,주,토,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,기타,교차로,교차로내,승용차,보행자,1097128,1690643,128.5670632,35.20643715
2019,2019021615,주,토,1,4,0,4,0,경북,경산시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,화물차,승용차,1111361,1761255,128.7330993,35.84149601
2019,2019021618,야,토,1,0,0,0,0,충북,제천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1068329,1910843,128.269901,37.19388026
2019,2019021619,야,토,1,0,0,0,0,전북,익산시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,개인형이동수단(PM),없음,951016,1773169,126.9568218,35.95401162
2019,2019021619,야,토,1,0,0,0,0,경남,사천시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1051242,1668912,128.0616378,35.01388549
2019,2019021700,야,일,1,0,0,0,0,대구,북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1095929,1772707,128.5636295,35.94636245
2019,2019021701,야,일,1,2,1,1,0,부산,해운대구,차대차,기타,기타,중앙선 침범,교차로,교차로부근,승용차,승용차,1152211,1687780,129.171497,35.17378846
2019,2019021719,야,일,1,0,0,0,0,경기,양주시,차량단독,공작물충돌,공작물충돌,신호위반,교차로,교차로부근,승용차,없음,964347,1980854,127.0948692,37.82673972
2019,2019021720,야,일,1,2,2,0,0,경북,성주군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1069823,1770425,128.2740023,35.9280057
2019,2019021723,야,일,1,0,0,0,0,경기,안양시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,949304,1931839,126.9273367,37.38425303
2019,2019021801,야,월,1,0,0,0,0,경북,경주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1160085,1773470,129.274879,35.94482942
2019,2019021805,야,월,1,0,0,0,0,경기,수원시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,961884,1917101,127.0701936,37.25201202
2019,2019021805,야,월,1,0,0,0,0,경남,양산시,차대차,기타,기타,기타,단일로,기타단일로,승용차,승용차,1150514,1711722,129.1572606,35.38983934
2019,2019021807,주,월,1,1,0,1,0,경기,부천시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,이륜차,승용차,934874,1945305,126.7631567,37.50472055
2019,2019021809,주,월,1,0,0,0,0,강원,횡성군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1042457,1942203,127.9801949,37.47808253
2019,2019021810,주,월,1,1,0,1,0,충남,금산군,차대차,측면충돌,측면충돌,기타,교차로,교차로내,화물차,이륜차,997148,1791986,127.4683059,36.12488847
2019,2019021817,주,월,1,0,0,0,0,경기,여주시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1015961,1915236,127.6799425,37.23584418
2019,2019021817,주,월,1,0,0,0,0,전북,장수군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,1004540.3,1730027.7,127.5501034,35.56625529
2019,2019021817,주,월,1,0,0,0,0,경남,함양군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,1013407,1725689,127.6478778,35.52705462
2019,2019021902,야,화,1,0,0,0,0,서울,영등포구,차량단독,기타,기타,안전운전 의무 불이행,기타,기타,승용차,없음,945626,1946803,126.8846882,37.51891839
2019,2019021906,주,화,1,1,1,0,0,경기,시흥시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,교량위,승용차,없음,939780,1937488,126.8192993,37.43459854
2019,2019021910,주,화,1,1,1,0,0,경남,사천시,차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로부근,승용차,승용차,1052791,1675380,128.0790262,35.07212715
2019,2019021911,주,화,1,0,0,0,0,충남,홍성군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,927524,1851256,126.6890852,36.65647211
2019,2019022016,주,수,1,0,0,0,0,전북,익산시,차대차,측면충돌,측면충돌,과속,교차로,교차로내,승용차,자전거,950695,1773823,126.9532217,35.95989166
2019,2019022017,주,수,1,1,1,0,0,충남,태안군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,888153,1870772,126.245793,36.82855017
2019,2019022018,야,수,1,0,0,0,0,경기,용인시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,승용차,보행자,976111,1913058,127.2307486,37.21604218
2019,2019022022,야,수,1,0,0,0,0,경기,오산시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,961690,1906013,127.0685753,37.15205833
2019,2019022022,야,수,1,0,0,0,0,경기,안산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,943940,1923443,126.8673833,37.30826801
2019,2019022109,주,목,1,0,0,0,0,경북,군위군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1104725,1789902,128.6634161,36.10045526
2019,2019022111,주,목,1,0,0,0,0,충남,논산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,979467,1802443,127.2715456,36.21895161
2019,2019022111,주,목,1,0,0,0,0,광주,동구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,948491,1681684,126.9346422,35.1290357
2019,2019022116,주,목,1,0,0,0,0,경북,상주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,1060041,1840866,128.1709805,36.56367844
2019,2019022117,주,목,1,2,2,0,0,강원,춘천시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,1022589,1981790,127.7567135,37.83559301
2019,2019022119,야,목,1,0,0,0,0,경북,포항시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,1164698,1784789,129.3283541,36.04606189
2019,2019022119,야,목,1,2,0,0,2,경기,포천시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,사륜오토바이(ATV),985835,1997683,127.3387085,37.97900649
2019,2019022120,야,목,1,0,0,0,0,경기,수원시,차대차,기타,기타,안전거리 미확보,단일로,지하차도(도로)내,승용차,승용차,961513,1919518,127.0658852,37.27378305
2019,2019022200,야,금,1,0,0,0,0,경기,성남시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,967609,1938091,127.1338313,37.44142667
2019,2019022201,야,금,1,0,0,0,0,대전,서구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,화물차,보행자,986028,1811111,127.3443894,36.29721524
2019,2019022206,주,금,1,0,0,0,0,충남,서천군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,927317,1779345,126.6934793,36.00821179
2019,2019022206,주,금,1,1,0,1,0,전남,광양시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,특수차,1008738,1660799,127.5956897,34.9419885
2019,2019022207,주,금,1,1,0,1,0,제주,제주시,차대차,기타,기타,신호위반,교차로,교차로내,화물차,승용차,908253,1497024,126.5127167,33.46107048
2019,2019022208,주,금,1,0,0,0,0,울산,울주군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1165579,1716370,129.3240087,35.42933941
2019,2019022210,주,금,1,0,0,0,0,경북,상주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1040210,1827462,127.9486716,36.4438839
2019,2019022221,야,금,1,0,0,0,0,경기,하남시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,이륜차,승합차,972415,1951238,127.1876674,37.56008339
2019,2019022306,주,토,1,1,0,1,0,전북,완주군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,특수차,968495,1770852,127.1507323,35.93384256
2019,2019022306,주,토,1,0,0,0,0,경남,하동군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1026233,1661228,127.7872891,34.94555499
2019,2019022308,주,토,1,0,0,0,0,충북,제천시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,지하차도(도로)내,화물차,보행자,1052890,1880698,128.0938295,36.92316043
2019,2019022312,주,토,1,1,1,0,0,경기,양주시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,956951,1977085,127.0110539,37.79245119
2019,2019022314,주,토,1,4,1,3,0,강원,춘천시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,터널안,승용차,승용차,1031192,2003855,127.8554374,38.03420735
2019,2019022318,야,토,1,3,2,1,0,광주,북구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,화물차,945545,1691209,126.9016799,35.21476456
2019,2019022319,야,토,1,0,0,0,0,강원,춘천시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,교량위,화물차,보행자,1013217,1997712,127.6504975,37.97928217
2019,2019022319,야,토,1,0,0,0,0,전북,김제시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,942410,1756177,126.8626241,35.80034926
2019,2019022320,야,토,1,3,2,1,0,전남,신안군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,867040,1655493,126.0450095,34.88547088
2019,2019022401,야,일,1,0,0,0,0,부산,영도구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1140319,1678470,129.0393688,35.09159987
2019,2019022406,주,일,1,0,0,0,0,서울,구로구,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,승용차,없음,941822,1945176,126.8417724,37.50402205
2019,2019022420,야,일,1,1,1,0,0,경남,진주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1057048,1681812,128.1261591,35.12989101
2019,2019022506,주,월,1,0,0,0,0,서울,성북구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,건설기계,자전거,960330,1957666,127.0504893,37.61757933
2019,2019022506,주,월,1,0,0,0,0,충남,청양군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,943190,1818093,126.8667965,36.35858454
2019,2019022506,주,월,1,0,0,0,0,전남,목포시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,898739,1645678,126.393013,34.80063576
2019,2019022511,주,월,1,0,0,0,0,경기,파주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,936774,1973124,126.7822447,37.75557867
2019,2019022512,주,월,1,0,0,0,0,전남,완도군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,교차로,교차로부근,이륜차,없음,921394.7,1599209.6,126.6449613,34.38362941
2019,2019022512,주,월,1,2,2,0,0,경기,남양주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,화물차,977631,1960799,127.2464329,37.64640216
2019,2019022514,주,월,1,0,0,0,0,충남,보령시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,없음,923865,1826039,126.6506399,36.4288771
2019,2019022514,주,월,1,0,0,0,0,전남,순천시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,건설기계,이륜차,998721,1665174,127.485987,34.98147693
2019,2019022514,주,월,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,과속,단일로,기타단일로,이륜차,보행자,1101585,1696558,128.616751,35.25932172
2019,2019022518,야,월,1,0,0,0,0,강원,양양군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1111288,1996224,128.7668278,37.9591459
2019,2019022518,야,월,1,0,0,0,0,경북,상주시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,교량위,화물차,농기계,1066810,1823919,128.2451565,36.41046097
2019,2019022519,야,월,1,0,0,0,0,경북,구미시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1076258,1791677,128.3473779,36.11910977
2019,2019022521,야,월,1,1,0,1,0,강원,양양군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,승합차,1097848,2015859,128.6165488,38.13762699
2019,2019022600,야,화,1,1,1,0,0,부산,영도구,차대사람,차도통행중,차도통행중,신호위반,교차로,교차로내,승용차,보행자,1142739,1676795,129.06562,35.07616161
2019,2019022601,야,화,1,2,0,2,0,대구,북구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,터널안,승용차,화물차,1098670,1769179,128.5935778,35.9142865
2019,2019022605,야,화,1,0,0,0,0,경기,가평군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,999264,1958758,127.491659,37.62827791
2019,2019022606,주,화,1,0,0,0,0,경북,경주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,1153386,1763609,129.1987359,35.85703612
2019,2019022617,주,화,1,5,4,1,0,경북,안동시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,1106030,1841475,128.6849307,36.5651679
2019,2019022618,야,화,1,0,0,0,0,광주,광산구,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로,승용차,이륜차,937853,1686753,126.8175057,35.17413984
2019,2019022619,야,화,1,0,0,0,0,인천,연수구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,928916.5,1936340.6,126.6966237,37.42348625
2019,2019022622,야,화,1,0,0,0,0,경기,부천시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승합차,자전거,935231.9,1947026.4,126.767054,37.52026056
2019,2019022700,야,수,1,1,0,1,0,경남,밀양시,차대차,측면충돌,측면충돌,중앙선 침범,교차로,교차로내,농기계,승용차,1121036,1711989,128.8328154,35.39626254
2019,2019022700,야,수,1,0,0,0,0,경기,양주시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,962737,1975928,127.0768283,37.78227757
2019,2019022701,야,수,1,0,0,0,0,경기,성남시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,966006,1932000,127.1159907,37.38646733
2019,2019022701,야,수,1,1,1,0,0,경북,칠곡군,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,1095173,1776608,128.5557165,35.98160186
2019,2019022701,야,수,1,0,0,0,0,대구,동구,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,1107520,1766319,128.6912593,35.88757276
2019,2019022705,야,수,1,0,0,0,0,울산,북구,차대차,추돌,추돌,과속,단일로,기타단일로,화물차,자전거,1168725,1731035,129.3616962,35.56097109
2019,2019022706,주,수,1,0,0,0,0,전북,익산시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,948982,1772876,126.9342868,35.95126587
2019,2019022713,주,수,1,0,0,0,0,경북,봉화군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,이륜차,1112271,1874982,128.7595829,36.86644246
2019,2019022714,주,수,1,0,0,0,0,전남,함평군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,915947,1671456,126.5785132,35.0346261
2019,2019022714,주,수,1,0,0,0,0,대구,중구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,자전거,1097692,1764702,128.5821908,35.87402686
2019,2019022715,주,수,1,2,0,2,0,서울,송파구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,이륜차,승용차,968450,1942527,127.1431484,37.48143985
2019,2019022716,주,수,1,0,0,0,0,충북,괴산군,차대사람,횡단중,횡단중,중앙선 침범,단일로,기타단일로,화물차,보행자,1021106,1851416,127.7361637,36.66044084
2019,2019022723,야,수,1,2,1,1,0,전북,전주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,화물차,966982,1764112,127.134239,35.87302539
2019,2019022801,야,목,1,0,0,0,0,경기,고양시,차대사람,횡단중,횡단중,과속,교차로,교차로내,승용차,보행자,942146,1969715,126.8434963,37.72520997
