관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,관리기관전화번호,위도,경도,데이터기준일자
세종특별자치시,세종특별자치시 부강면 퇴미로 7-1,세종특별자치시 부강면 부강리 876-5,다목적,3,"200,200,200",부강리 부용어린이집앞삼거리,30,044-300-2454,36.526714,127.361901,2021-01-01
세종특별자치시,,세종특별자치시 부강면 부강리 401-10,다목적,4,"300,300,300,300",부강리 부강역육교내부,30,044-300-2454,36.532121,127.365656,2021-01-01
세종특별자치시,세종특별자치시 부강면 부촌길 45,세종특별자치시 부강면 부강리 416-2,다목적,4,"200,200,200,200",부강리 GS25부강중앙점앞,30,044-300-2454,36.530185,127.366503,2021-01-01
세종특별자치시,,세종특별자치시 부강면 부강리 401-164,다목적,1,200,부강리 부강8리입구(부강역 뒷편),30,044-300-2454,36.532647,127.36756,2021-01-01
세종특별자치시,세종특별자치시 부강면 등곡길 13,세종특별자치시 부강면 등곡리 395,다목적,3,"200,200,200",등곡리 충광농원옆삼거리,30,044-300-2454,36.512318,127.381853,2021-01-01
세종특별자치시,세종특별자치시 부강면 부강3길 2-17,세종특별자치시 부강면 부강리 499-1,다목적,2,"200,200",부강리 대동목욕탕입구옆,30,044-300-2454,36.530812,127.3677866,2021-01-01
세종특별자치시,,세종특별자치시 부강면 부강리 401-211,다목적,1,200,부강리 부강역 정문옆(셉테드),30,044-300-2454,36.531907,127.365197,2021-01-01
세종특별자치시,세종특별자치시 부강면 부강신대길 63-3,세종특별자치시 부강면 부강리 402-7,다목적,1,200,부강리 SK 부강제일주유소 맞은편 교차로(셉테드),30,044-300-2454,36.532954,127.360503,2021-01-01
세종특별자치시,세종특별자치시 부강면 청연로 135,세종특별자치시 부강면 부강리 1020-6,다목적,1,200,부강리 SK 부강제일주유소 뒷편 (셉테드),30,044-300-2454,36.532135,127.360098,2021-01-01
세종특별자치시,,세종특별자치시 부강면 부강리 402-9,다목적,1,200,부강리 삼호아파트 옆(셉테드),30,044-300-2454,36.531651,127.363198,2021-01-01
세종특별자치시,,세종특별자치시 부강면 부강리 881-2,다목적,1,200,부강리 주연빌라 옆(셉테드),30,044-300-2454,36.528418,127.362154,2021-01-01
세종특별자치시,세종특별자치시 부강면 퇴미로 23-6 (미래로아파트),세종특별자치시 부강면 부강리 928-2,다목적,1,200,부강리 미래로아파트 103동 앞(셉테드),30,044-300-2454,36.528645,127.360593,2021-01-01
세종특별자치시,,세종특별자치시 부강면 부강리 971,다목적,1,200,부강리 리치빌라 E동 옆(셉테드),30,044-300-2454,36.529844,127.3624524,2021-01-01
세종특별자치시,,세종특별자치시 부강면 부강리 427-5,다목적,1,200,부강리 국제어린이집 맞은편 교차로(셉테드),30,044-300-2454,36.529116,127.364349,2021-01-01
세종특별자치시,,세종특별자치시 부강면 부강리 883-4,다목적,1,200,부강리 부용어린이집 뒷편(셉테드),30,044-300-2454,36.526134,127.361599,2021-01-01
세종특별자치시,,세종특별자치시 부강면 문곡리 379,다목적,2,"200,200",문곡2리 마을입구,30,044-300-2454,36.530684,127.396866,2021-01-01
세종특별자치시,세종특별자치시 부강면 부강신대길 72-2,세종특별자치시 부강면 부강리 412-2,다목적,5,"200,200,200,200,200",부강리 부강파출소앞오거리,30,044-300-2454,36.530944,127.364883,2021-01-01
세종특별자치시,,세종특별자치시 부강면 부강리 377-3,다목적,3,"200,200,200",부강리 유계화가옥정자삼거리,30,044-300-2454,36.5348102,127.3640474,2021-01-01
세종특별자치시,,세종특별자치시 부강면 산수리 605,다목적,3,"200,200,200",부강면 산수리마을회관앞,30,044-300-2454,36.5543859,127.3609833,2021-01-01
세종특별자치시,,세종특별자치시 부강면 갈산리 12-3,다목적,3,"200,399,300",갈산1리 마을입구,30,044-300-2454,36.546577,127.367906,2021-01-01
세종특별자치시,,세종특별자치시 부강면 행산리 102-1,다목적,3,"200,399,300",행산2리 마을입구 버스정류장 옆,30,044-300-2454,36.560341,127.372596,2021-01-01
세종특별자치시,,세종특별자치시 부강면 금호리 678-6,다목적,3,"200,399,300",금호2리 금호삼거리 버스정류장 옆,30,044-300-2454,36.503928,127.357986,2021-01-01
세종특별자치시,,세종특별자치시 부강면 문곡리 613-6,다목적,1,200,문곡3리 마을회관 앞,30,044-300-2454,36.524369,127.386672,2021-01-01
세종특별자치시,,세종특별자치시 부강면 노호리 442-39,다목적,3,"200,399,300",노호1리 마을입구 버스정류장 옆,30,044-300-2454,36.49505,127.398774,2021-01-01
세종특별자치시,세종특별자치시 부강면 행산웃골길 24-4,세종특별자치시 부강면 행산리 269-10,다목적,2,"200,399",행산1리 마을회관 앞,30,044-300-2454,36.55462,127.373476,2021-01-01
세종특별자치시,세종특별자치시 부강면 등곡1길 12-3,세종특별자치시 부강면 등곡리 425-7,다목적,3,"200,399,300",등곡1리 마을회관 앞,30,044-300-2454,36.509003,127.386112,2021-01-01
세종특별자치시,,세종특별자치시 부강면 부강리 433-7,다목적,5,"200,130,130,130,130",부강리 부강중정문입구사거리,30,044-300-2454,36.528415,127.366769,2021-01-01
세종특별자치시,,세종특별자치시 부강면 부강리 505-3,다목적,1,130,"부강리 부강초,부강중사이공원내",30,044-300-2454,36.525915,127.366285,2021-01-01
세종특별자치시,,세종특별자치시 부강면 문곡리 1155,다목적,2,"130,130",문곡리 부강어린이집정문옆,30,044-300-2454,36.5271498,127.3791992,2021-01-01
세종특별자치시,,세종특별자치시 부강면 부강리 486-1,다목적,3,"130,130,130",부강리 새봄빌옆,30,044-300-2454,36.527925,127.368213,2021-01-01
세종특별자치시,,세종특별자치시 부강면 문곡리 922-5,다목적,1,200,문곡리 세종하이텍고입구앞(부강어린이집인근),30,044-300-2454,36.5279698,127.3835694,2021-01-01
세종특별자치시,세종특별자치시 부강면 청연로 167,세종특별자치시 부강면 갈산리 158-7,다목적,1,200,백천교 앞(연동형),30,044-300-2454,36.533532,127.355358,2021-01-01
세종특별자치시,,세종특별자치시 부강면 부강리 1135-10,다목적,1,200,부강리 로터리(1차선/청주),30,044-300-2454,36.527346,127.373632,2021-01-01
세종특별자치시,,세종특별자치시 부강면 부강리 541-4,다목적,2,"200,200",부강리 로터리(1차선/부강),30,044-300-2454,36.527793,127.372959,2021-01-01
세종특별자치시,세종특별자치시 부강면 부강외천로 31,세종특별자치시 부강면 문곡리 산 9-1,다목적,4,"200,200,200,200",문곡리 96번국도청주경계[범-36],30,044-300-2454,36.529292,127.402814,2021-01-01
세종특별자치시,세종특별자치시 부강면 시목부강로 215,세종특별자치시 부강면 노호리 442-11,다목적,3,"200,200,200",노호리 부강-현도면경계시목교[범-41],30,044-300-2454,36.493663,127.402362,2021-01-01
세종특별자치시,,세종특별자치시 부강면 부강리 377-1,다목적,3,"200,200,200",부강리 부강행산로 다니엘특장 맞은편,30,044-300-2454,36.535176,127.365539,2021-01-01
세종특별자치시,,세종특별자치시 부강면 문곡리 산5-5,다목적,4,"200,200,200,200",남청주IC-세종시,30,044-300-2454,36.52973846,127.4017685,2021-01-01
세종특별자치시,,세종특별자치시 부강면 행산리 642-10,다목적,3,"200,200,200",세종시-청주,30,044-300-2454,36.55240935,127.3700668,2021-01-01
세종특별자치시,,세종특별자치시 부강면 행산리 213-8,다목적,3,"200,200,200",청주-세종시,30,044-300-2454,36.55046137,127.3693918,2021-01-01
세종특별자치시,,세종특별자치시 부강면 부강리 998-2,다목적,2,"200,300",송정빌라 일원,30,044-300-2454,36.53264898,127.3582746,2021-01-01
세종특별자치시,,세종특별자치시 부강면 등곡리 94-1,다목적,2,"200,300",등곡리 마을회관 앞,30,044-300-2454,36.505506,127.4035364,2021-01-01
세종특별자치시,,세종특별자치시 부강면 갈산리 69,다목적,3,"200,300,300",강산1리 마을입구,30,044-300-2454,36.5472135,127.3623893,2021-01-01
세종특별자치시,,세종특별자치시 부강면 금호리 823-18,다목적,4,"200,300,300,300",황성골 입구,30,044-300-2454,36.50944,127.364906,2021-01-01
세종특별자치시,,,다목적,3,"200,200,200",부용어린이공원 입구,30,044-300-2454,36.5282883,127.3708737,2021-01-01
세종특별자치시,,,다목적,3,"200,200,200",부용어린이공원 내,30,044-300-2454,36.5282571,127.3709144,2021-01-01
세종특별자치시,,세종특별자치시 금남면 도암리 산27-5,다목적,1,200,성덕리 성덕교(성덕리방향),30,044-300-2454,36.458527,127.273295,2021-01-01
세종특별자치시,,세종특별자치시 금남면 도암리 99-1,다목적,1,130,도암리 도암교(도암리방향),30,044-300-2454,36.446641,127.283633,2021-01-01
세종특별자치시,,세종특별자치시 금남면 금천리 355-1,다목적,1,130,금천리 삼거리(바람재로-금병로갈림로),30,044-300-2454,36.441591,127.312525,2021-01-01
세종특별자치시,,세종특별자치시 금남면 도남리 84-2,다목적,1,130,도남리 마을입구,30,044-300-2454,36.438745,127.232761,2021-01-01
세종특별자치시,,세종특별자치시 금남면 성강리 109-3,다목적,1,130,성강리 마을입구,30,044-300-2454,36.407585,127.252167,2021-01-01
세종특별자치시,,세종특별자치시 금남면 용포리 52-2,다목적,1,200,용포리 세종빌리지원룸앞,30,044-300-2454,36.463487,127.283055,2021-01-01
세종특별자치시,세종특별자치시 금남면 문절사길 11,세종특별자치시 금남면 달천리 280,다목적,1,200,달전리 마을입구,30,044-300-2454,36.462429,127.350074,2021-01-01
세종특별자치시,,세종특별자치시 금남면 용담리 164-7,다목적,1,200,용담1리 마을입구,30,044-300-2454,36.425083,127.282536,2021-01-01
세종특별자치시,,세종특별자치시 금남면 발산리 산1-2,다목적,3,"200,200,200",발산리 원형교차로옆,30,044-300-2454,36.459457,127.280945,2021-01-01
세종특별자치시,세종특별자치시 금남면 금강변길 1249,세종특별자치시 금남면 부용리 42번지,다목적,3,"200,200,200",부용리 강산매운탕식당건너편,30,044-300-2454,36.512455,127.358442,2021-01-01
세종특별자치시,,세종특별자치시 금남면 영대리 322-1,다목적,3,"200,200,200",영대리 삼거리,30,044-300-2454,36.46445,127.338191,2021-01-01
세종특별자치시,,세종특별자치시 금남면 성덕리 386-3,다목적,3,"200,200,200",성덕리1리 마을입구삼거리,30,044-300-2454,36.4608533,127.2663458,2021-01-01
세종특별자치시,,세종특별자치시 금남면 봉암리 64-5,다목적,3,"200,200,200",봉암리 1번국도교각밑,30,044-300-2454,36.42376,127.27792,2021-01-01
세종특별자치시,,세종특별자치시 금남면 국곡리 84,다목적,3,"200,200,200",국곡리 정자삼거리앞,30,044-300-2454,36.429599,127.271964,2021-01-01
세종특별자치시,,세종특별자치시 금남면 용포리 211-9,다목적,3,"200,200,200",용포리 GS칼텍스 대평주유소앞삼거리,30,044-300-2454,36.468035,127.281782,2021-01-01
세종특별자치시,,세종특별자치시 금남면 용포리 213-17,다목적,2,"200,200",용포리 그린숲어린이집앞,30,044-300-2454,36.468257,127.279347,2021-01-01
세종특별자치시,,세종특별자치시 금남면 성덕리 79,다목적,1,200,성덕1리 마을회관진입삼거리옆,30,044-300-2454,36.458085,127.268623,2021-01-01
세종특별자치시,,세종특별자치시 금남면 도남리 49-1,다목적,2,"300,300","도남리 불티교,금강수목원사이교차로옆",30,044-300-2454,36.438664,127.230114,2021-01-01
세종특별자치시,,세종특별자치시 금남면 용포리 146-12,다목적,4,"200,200,200,200",용포리 대평시장주차장부근(시장입구),30,044-300-2454,36.4653693,127.2820492,2021-01-01
세종특별자치시,,세종특별자치시 금남면 용포리 122-5,다목적,4,"200,200,200,200",용포리 두진리버빌아파트입구,30,044-300-2454,36.463734,127.279986,2021-01-01
세종특별자치시,,세종특별자치시 금남면 발산리 26-5,다목적,3,"200,200,200",발산리 바림리마을입구,30,044-300-2454,36.4560828,127.284704,2021-01-01
세종특별자치시,세종특별자치시 금남면 초오개길 6,세종특별자치시 금남면 부용리 506,다목적,3,"200,200,200",부용1리 마을입구,30,044-300-2454,36.4975236,127.3441454,2021-01-01
세종특별자치시,세종특별자치시 금남면 안금로 449,세종특별자치시 금남면 두만리 334-1,다목적,3,"200,200,200",두만리 버스승강장삼거리,30,044-300-2454,36.434344,127.283023,2021-01-01
세종특별자치시,,세종특별자치시 금남면 남곡리 78-1,다목적,3,"200,200,200",남곡리 마을회관앞,30,044-300-2454,36.4702181,127.3138453,2021-01-01
세종특별자치시,,세종특별자치시 금남면 축산리 343-2,다목적,3,"200,200,200",축산리 마을회관앞,30,044-300-2454,36.441454,127.300804,2021-01-01
세종특별자치시,,세종특별자치시 금남면 영곡리 34-5,다목적,3,"200,200,200",영곡1리 마을회관입구,30,044-300-2454,36.451425,127.263953,2021-01-01
세종특별자치시,세종특별자치시 금남면 성덕영곡길 13,세종특별자치시 금남면 성덕리 292,다목적,3,"200,200,200",성덕2리 마을진입로,30,044-300-2454,36.455848,127.266815,2021-01-01
세종특별자치시,,세종특별자치시 금남면 봉암리 214,다목적,3,"200,200,200",금남면 봉암리 버스정류장,30,044-300-2454,36.416635,127.2770287,2021-01-01
세종특별자치시,,세종특별자치시 금남면 용포리 440-30,다목적,4,"200,200,200,200",용포리 충남순대국밥 앞,30,044-300-2454,36.467837,127.280548,2021-01-01
세종특별자치시,,세종특별자치시 금남면 용포리 326-12,다목적,3,"200,200,200",용포리 하남종합시멘트 앞,30,044-300-2454,36.46183,127.278214,2021-01-01
세종특별자치시,,세종특별자치시 금남면 박산리 116-1,다목적,3,"200,399,300",박산리 버스정류장 앞,30,044-300-2454,36.477278,127.354395,2021-01-01
세종특별자치시,,세종특별자치시 금남면 원봉리 603,다목적,3,"200,399,300",원봉2리 마을회관 앞,30,044-300-2454,36.445476,127.246724,2021-01-01
세종특별자치시,,세종특별자치시 금남면 황용리 600,다목적,2,"200,399",금남면 황용1리 마을,30,044-300-2454,36.481334,127.328094,2021-01-01
세종특별자치시,,세종특별자치시 금남면 발산리 5-6,다목적,2,"200,399",발산리 비학산 등산로 입구,30,044-300-2454,36.461736,127.285966,2021-01-01
세종특별자치시,,세종특별자치시 금남면 용포리 119-5,다목적,3,"200,399,300",용포2리 금남파출소 뒤,30,044-300-2454,36.463797,127.2818,2021-01-01
세종특별자치시,,세종특별자치시 금남면 용포리 467-42,다목적,3,"200,399,300",용포3리 석정하우스 아래,30,044-300-2454,36.466753,127.283517,2021-01-01
세종특별자치시,세종특별자치시 금남면 용포로 88,세종특별자치시 금남면 용포리 194-1,다목적,3,"200,399,300",용포3리 용포로 신협 앞,30,044-300-2454,36.466485,127.281586,2021-01-01
세종특별자치시,,세종특별자치시 금남면 용포리 77-2,다목적,3,"200,399,300",용포1리 용포리 입구,30,044-300-2454,36.460343,127.280677,2021-01-01
세종특별자치시,,세종특별자치시 금남면 도암리 628,다목적,2,"200,300",도암2리 마을회관 앞,30,044-300-2454,36.445652,127.274755,2021-01-01
세종특별자치시,,세종특별자치시 금남면 효탄리 금호중학교 정문 앞,다목적,2,"200,300",효탄리 금호중정문옆,30,044-300-2454,36.477405,127.298181,2021-01-01
세종특별자치시,,세종특별자치시 금남면 호탄리 98-1,다목적,1,200,호탄리 금남어린이집입구삼거리,30,044-300-2454,36.475438,127.296958,2021-01-01
세종특별자치시,세종특별자치시 금남면 신촌1길 3-5,세종특별자치시 금남면 신촌리 137-2,다목적,3,"130,130,130",신촌리 금남초정문옆,30,044-300-2454,36.471912,127.286535,2021-01-01
세종특별자치시,,세종특별자치시 보람동 50-49,다목적,1,200,신촌리 금남초후문옆,30,044-300-2454,36.473065,127.287809,2021-01-01
세종특별자치시,,"세종특별자치시 금남면 감성리 63-1,",다목적,1,200,감성리 감성초정문입구옆,30,044-300-2454,36.442952,127.287814,2021-01-01
세종특별자치시,,세종특별자치시 금남면 용포리 318-2,다목적,2,"130,130",용포리 두진아파트102동옆놀이터,30,044-300-2454,36.463155,127.278218,2021-01-01
세종특별자치시,,세종특별자치시 금남면 용포리 28,다목적,1,200,용포리 체육공원게이트볼장옆,30,044-300-2454,36.463874,127.286768,2021-01-01
세종특별자치시,,세종특별자치시 금남면 감성리 267,다목적,3,"200,399,300",감성초등학교 옆,30,044-300-2454,36.443252,127.290034,2021-01-01
세종특별자치시,세종특별자치시 금남구즉로 487 (금남면),세종특별자치시 금남면 황용리 436-1,다목적,3,"200,200,200",황용리 신탄진행,30,044-300-2454,36.480115,127.329707,2021-01-01
세종특별자치시,대전광역시 유성구 안금로 11-28 (안산동),대전광역시 유성구 안산동 361-1,다목적,6,"41,200,200,200,200,200",두만리 상행,30,044-300-2454,36.421036,127.298137,2021-01-01
세종특별자치시,,세종특별자치시 금남면 봉암리 39-8,다목적,3,"200,200,200",세종시-동학사 ,30,044-300-2454,36.419116,127.278339,2021-01-01
세종특별자치시,,세종특별자치시 금남면 발산리 211-4,다목적,4,"200,200,200,200",발산교 (대전행) 옆,30,044-300-2454,36.451459,127.285096,2021-01-01
세종특별자치시,,세종특별자치시 금남면 발산리 147-1,다목적,4,"200,200,200,200",발산교(세종시행) 옆,30,044-300-2454,36.451695,127.285508,2021-01-01
세종특별자치시,,세종특별자치시 금남면 장재리 178-7,다목적,3,"200,200,200",새샘교차로 옆(신탄진행),30,044-300-2454,36.477378,127.313748,2021-01-01
세종특별자치시,,세종특별자치시 금남면 장재리 178-7,다목적,3,"200,200,200",새샘교차로 옆 (세종시행),30,044-300-2454,36.477723,127.313716,2021-01-01
세종특별자치시,,세종특별자치시 금남면 용담리 10-8,다목적,3,"200,200,200",금남면 용담리 제1안산교 인근,30,044-300-2454,36.4195,127.293138,2021-01-01
세종특별자치시,,금남면 영치리 43-1,다목적,3,"200,300,300",불곡삼거리 버스승강장 앞,30,044-300-2454,36.450581,127.308138,2021-01-01
세종특별자치시,,세종특별자치시 금남면 대박리 79-1,다목적,4,"200,300,300,300",대박리 마을회관 인근,30,044-300-2454,36.478164,127.344419,2021-01-01
세종특별자치시,,세종특별자치시 금남면 황용리 232,다목적,4,"200,300,300,300",황용2리 마을회관 앞,30,044-300-2454,36.472043,127.322665,2021-01-01
세종특별자치시,,세종특별자치시 금남면 용포리 306,다목적,3,"200,300,300",용포4리 마을회관 앞,30,044-300-2454,36.464704,127.277111,2021-01-01
세종특별자치시,,세종특별자치시 금남면 금천리 365,다목적,3,"200,300,300",금천2리 마을입구,30,044-300-2454,36.439845,127.318078,2021-01-01
세종특별자치시,,세종특별자치시 금남면 도남리 129-1,다목적,3,"200,300,300",도남리 마을회관 앞,30,044-300-2454,36.443197,127.233388,2021-01-01
세종특별자치시,,세종특별자치시 금남면 신촌리 8-7,다목적,3,"200,300,300",비학산~금병산누리길입구,30,044-300-2454,36.472623,127.292382,2021-01-01
세종특별자치시,,세종특별자치시 금남면 성강리 170-3,다목적,4,"200,200,200,200",성강리 벌말길 입구 삼거리,30,044-300-2454,36.41192,127.25429,2021-01-01
세종특별자치시,,세종특별자치시 금남면 성강리 309-2,다목적,2,"200,200",성강리 성강길(사격장 입구),30,044-300-2454,36.42838,127.24769,2021-01-01
세종특별자치시,,세종특별자치시 금남면 봉암리 129-1,다목적,3,"200,200,200",세종시-동학사,30,044-300-2454,36.41896751,127.2781504,2021-01-01
세종특별자치시,,세종특별자치시 장군면 금암리 342,다목적,2,"130,130",금암리 청벽전원마을입구,30,044-300-2454,36.438076,127.220844,2021-01-01
세종특별자치시,세종특별자치시 장군면 참시렁골길 11,세종특별자치시 장군면 도계리 151-15,다목적,2,"130,130",도계리 도계교앞(장기농약사방면),30,044-300-2454,36.498168,127.205134,2021-01-01
세종특별자치시,,세종특별자치시 장군면 용현리 30-1,다목적,3,"200,200,200",용현리 에스더학교앞,30,044-300-2454,36.541537,127.204217,2021-01-01
세종특별자치시,세종특별자치시 장군면 장척로 359,세종특별자치시 장군면 하봉리 37-1,다목적,1,200,하봉리 장기중학교정문앞,30,044-300-2454,36.493805,127.2023,2021-01-01
세종특별자치시,,세종특별자치시 장군면 산학리 171-8,다목적,1,200,산학리 마을입구삼거리,30,044-300-2454,36.492384,127.221429,2021-01-01
세종특별자치시,,세종특별자치시 장군면 송학리 511-1,다목적,3,"200,200,200",송학리 송학사거리(의량교앞),30,044-300-2454,36.535753,127.192297,2021-01-01
세종특별자치시,,세종특별자치시 장군면 운용리 산16,다목적,2,"200,200",은용1리 은용저수지옆,30,044-300-2454,36.486222,127.216114,2021-01-01
세종특별자치시,,세종특별자치시 장군면 대교리 648,다목적,4,"200,200,200,200",대교3리 마을회관옆,30,044-300-2454,36.502597,127.213018,2021-01-01
세종특별자치시,세종특별자치시 장군면 은용1길 47-1,세종특별자치시 장군면 은용리 111-6,다목적,3,"200,200,200",은용1리 이마트24편의점앞,30,044-300-2454,36.493377,127.21573,2021-01-01
세종특별자치시,,세종특별자치시 장군면 봉안리 382-8,다목적,2,"200,200",장군면 봉안리 미니스톱편의점옆,30,044-300-2454,36.499131,127.2228,2021-01-01
세종특별자치시,,세종특별자치시 장군면 하봉리 382-1,다목적,2,"200,200",하봉리 하봉길사거리(송장저수지인근),30,044-300-2454,36.493801,127.181581,2021-01-01
세종특별자치시,,세종특별자치시 장군면 대교리 145-7,다목적,2,"200,200",대교리 정계교옆삼거리,30,044-300-2454,36.5079341,127.2195235,2021-01-01
세종특별자치시,,세종특별자치시 장군면 금암리 411-1,다목적,2,"300,300",금암리 한국영상대입구(금암교인근),30,044-300-2454,36.439381,127.206941,2021-01-01
세종특별자치시,,세종특별자치시 장군면 도계리 154-45,다목적,2,"300,300",도계리 새마을금고장기지점앞,30,044-300-2454,36.497392,127.205711,2021-01-01
세종특별자치시,세종특별자치시 장군면 장척로 567,세종특별자치시 장군면 봉안리 375-5,다목적,3,"200,200,200",장군면 봉안리 CU편의점앞,30,044-300-2454,36.499153,127.220877,2021-01-01
세종특별자치시,세종특별자치시 장군면 장척로 438-1,세종특별자치시 장군면 도계리 356-33,다목적,2,"200,200",장군면 도계리 장척로삼손건강원,30,044-300-2454,36.499159,127.208331,2021-01-01
세종특별자치시,세종특별자치시 장군면 장척로 513,세종특별자치시 장군면 봉안리 437-1,다목적,3,"200,200,200",봉안리 장척로부일가든,30,044-300-2454,36.500617,127.215477,2021-01-01
세종특별자치시,,세종특별자치시 장군면 봉안리 201-5,다목적,3,"200,200,200",봉안1리 원룸촌입구,30,044-300-2454,36.5000546,127.2291438,2021-01-01
세종특별자치시,,세종특별자치시 장군면 대교리 55,다목적,3,"200,200,200",대교2리 독골마을입구,30,044-300-2454,36.5215322,127.2265374,2021-01-01
세종특별자치시,,세종특별자치시 장군면 금암리 230-4,다목적,2,"200,200",한국영상대학교세븐일레븐앞,30,044-300-2454,36.4550458,127.2112385,2021-01-01
세종특별자치시,,세종특별자치시 장군면 하봉리 484-3,다목적,3,"200,200,200",하봉1리 마을입구,30,044-300-2454,36.6039876,127.1863473,2021-01-01
세종특별자치시,세종특별자치시 장군면 월현윗길 25,세종특별자치시 장군면 봉안리 313-2,다목적,2,"200,200",봉안1리 GS25편의점앞,30,044-300-2454,36.5011389,127.2230154,2021-01-01
세종특별자치시,,세종특별자치시 장군면 송정리 531,다목적,2,"200,200",송정리 월대마을입구,30,044-300-2454,36.5030156,127.1762369,2021-01-01
세종특별자치시,,세종특별자치시 장군면 봉안리 176,다목적,2,"200,300",봉안2리 세종프로방스 입구,30,044-300-2454,36.496567,127.224136,2021-01-01
세종특별자치시,,세종특별자치시 장군면 평기리 193-3,다목적,2,"200,399",평기리 마을회관 앞,30,044-300-2454,36.510277,127.197465,2021-01-01
세종특별자치시,,세종특별자치시 장군면 하봉리 479-22,다목적,2,"200,300",하봉2리 하봉저수지 인근,30,044-300-2454,36.494576,127.191156,2021-01-01
세종특별자치시,,세종특별자치시 장군면 산학리 15-17,다목적,2,"200,300",하버드어린이집 근처,30,044-300-2454,36.475667,127.238926,2021-01-01
세종특별자치시,,세종특별자치시 장군면 하봉리 37-1,다목적,3,"200,300,300",하봉리 장기중주차장내,30,044-300-2454,36.495283,127.202727,2021-01-01
세종특별자치시,,세종특별자치시 장군면 태산리 292-6,다목적,3,"200,300,300",태산리 의랑초정문옆,30,044-300-2454,36.54934,127.1904426,2021-01-01
세종특별자치시,,세종특별자치시 장군면 도계리 163-11,다목적,2,"130,130",도계리 장기초정문옆,30,044-300-2454,36.497135,127.207111,2021-01-01
세종특별자치시,세종특별자치시 장군면 장척로 398-9,세종특별자치시 장군면 도계리 164-1,다목적,3,"130,130,130",도계리 장기초후문옆,30,044-300-2454,36.4957892,127.2072844,2021-01-01
세종특별자치시,,세종특별자치시 장군면 도계리 168-2,다목적,3,"200,200,200",도계리 대교침례교회입구옆,30,044-300-2454,36.4966864,127.2049459,2021-01-01
세종특별자치시,,세종특별자치시 장군면 봉안리 508,다목적,3,"200,200,200",남양유업(세종시행) 옆,30,044-300-2454,36.498767,127.224815,2021-01-01
세종특별자치시,,세종특별자치시 연기면 눌왕리 317-1,다목적,3,"200,200,200",도계리 (2차선/양방향),30,044-300-2454,36.495073,127.210335,2021-01-01
세종특별자치시,,세종특별자치시 장군면 금암리 259,다목적,3,"200,200,200",금암리 한국영상대학교야호PC방삼거리근처[범-32],30,044-300-2454,36.448367,127.210657,2021-01-01
세종특별자치시,,세종특별자치시 장군면 산학리 15-10,다목적,3,"200,200,200",산학리 영평사입구[범-34],30,044-300-2454,36.475804,127.238405,2021-01-01
세종특별자치시,,세종특별자치시 장군면 송학리 320,다목적,2,"200,200",세종시-서세종IC,30,044-300-2454,36.543868,127.187517,2021-01-01
세종특별자치시,,세종특별자치시 장군면 송학리 481-2,다목적,2,"200,200",한국환경공단 입구 옆,30,044-300-2454,36.524196,127.18093,2021-01-01
세종특별자치시,,세종특별자치시 장군면 하봉리 442-2,다목적,3,"200,200,200",송정리 마을입구육거리,30,044-300-2454,36.5019956,127.1783273,2021-01-01
세종특별자치시,,세종특별자치시 장군면 금암리 407,다목적,3,"200,200,200",세종시-공주,30,044-300-2454,36.43867394,127.209204,2021-01-01
세종특별자치시,,세종특별차치시 장군면 금암리 407,다목적,3,"200,200,200",공주-세종시,30,044-300-2454,36.43867394,127.209204,2021-01-01
세종특별자치시,,세종특별차치시 장군면 용암리 693,다목적,4,"200,300,300,300",용암2리 마을회관 인근,30,044-300-2454,36.55590073,127.2128884,2021-01-01
세종특별자치시,,세종특별차치시 장군면 용암리 713,다목적,3,"200,300,300",용암1리 마을회관 앞 진입로,30,044-300-2454,36.54974355,127.2070503,2021-01-01
세종특별자치시,,세종특별차치시 장군면 대교리 703,다목적,4,"200,300,300,300",대교1리 밤실청년회 사무실 앞,30,044-300-2454,36.50730327,127.2088929,2021-01-01
세종특별자치시,,공주시 동현동 19-48,다목적,4,"200,200,200,200",서세종IC-세종시,30,044-300-2454,36.48918103,127.1928181,2021-01-01
세종특별자치시,,공주시 동현동 19-48,다목적,4,"200,200,200,200",세종시-서세종IC,30,044-300-2454,36.48918103,127.1928181,2021-01-01
세종특별자치시,,세종특별자치시 연서면 봉암리 207-1,다목적,3,"130,200,200",봉암리 연서치안센터앞,30,044-300-2454,36.5627002,127.2827324,2021-01-01
세종특별자치시,,세종특별자치시 연서면 성제리 586-40,다목적,3,"200,200,200",성제리 천지연가든앞,30,044-300-2454,36.588982,127.264686,2021-01-01
세종특별자치시,,세종특별자치시 연서면 신대리 90-4,다목적,1,200,신대리 연서중학교정문앞,30,044-300-2454,36.581043,127.256615,2021-01-01
세종특별자치시,,세종특별자치시 연서면 봉암리 236-1,다목적,1,130,봉암2리 봉암지하차도입구(봉암2리방향),30,044-300-2454,36.561077,127.285966,2021-01-01
세종특별자치시,,세종특별자치시 연서면 봉암리 723,다목적,3,"200,200,200",봉암리 월암교끝단(세종장례식장입구사거리),30,044-300-2454,36.570176,127.287896,2021-01-01
세종특별자치시,,세종특별자치시 연서면 청라리 413-4,다목적,4,"200,200,200,200",청라1리 마을앞(도신고복로),30,044-300-2454,36.58814,127.198265,2021-01-01
