가로등위치명,설치대수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
금남면 국곡리 산25-17,1,,금남면 국곡리 산25-17,36.4268826,127.2702515,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.4859511,127.2616555,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 국곡리 산25-17,1,,금남면 국곡리 산25-17,36.4270197,127.2707981,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 623-4,1,,세종특별자치시 보람동 623-4,36.4818437,127.2918152,,메탈,044-300-5132,세종특별자치시청,2019-09-19
금남면 국곡리 산25-17,1,,금남면 국곡리 산25-17,36.4271283,127.2713499,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 623-4,1,,세종특별자치시 보람동 623-4,36.4819807,127.2921153,,메탈,044-300-5132,세종특별자치시청,2019-09-19
금남면 국곡리 산25-17,1,,금남면 국곡리 산25-17,36.4272239,127.2718978,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 623-4,1,,세종특별자치시 보람동 623-4,36.4809989,127.2891668,,메탈,044-300-5132,세종특별자치시청,2019-09-19
금남면 국곡리 산25-17,1,,금남면 국곡리 산25-17,36.4273281,127.2724312,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 623-4,1,,세종특별자치시 보람동 623-4,36.4821815,127.2925487,,메탈,044-300-5132,세종특별자치시청,2019-09-19
금남면 국곡리 산25-17,1,,금남면 국곡리 산25-17,36.4274123,127.2728815,,NH,044-300-5132,세종특별자치시청,2019-09-19
연기면 세종리 114-162,1,,연기면 세종리 114-162,36.5031596,127.2756025,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 국곡리 산25-17,1,,금남면 국곡리 산25-17,36.4274951,127.2733345,,NH,044-300-5132,세종특별자치시청,2019-09-19
연기면 세종리 114-162,1,,연기면 세종리 114-162,36.5027493,127.2777943,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 국곡리 산25-17,1,,금남면 국곡리 산25-17,36.4275825,127.2738126,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.485214,127.2619638,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 국곡리 산25-17,1,,금남면 국곡리 산25-17,36.4276939,127.2743309,,NH,044-300-5132,세종특별자치시청,2019-09-19
연기면 세종리 114-162,1,,연기면 세종리 114-162,36.502587,127.2777846,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4642924,127.2892573,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.4867951,127.2596832,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4642659,127.2889335,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.487042,127.2602724,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4642627,127.2886521,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.4869141,127.2599834,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4642803,127.2883452,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 보람동 623-4,1,,세종특별자치시 보람동 623-4,36.4823819,127.292904,,메탈,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4643004,127.2879994,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.4873525,127.2609279,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.464335,127.2876647,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.4871103,127.2611088,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4643922,127.2873308,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.4872063,127.2606057,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4644772,127.2870079,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.4863557,127.2614954,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4645495,127.2866406,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.4868357,127.2962565,,메탈,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4646067,127.2863386,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.4861489,127.2615755,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4646689,127.2860252,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.4857623,127.2617354,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.464772,127.2857464,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.4855556,127.2618155,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.464483,127.2898466,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.4853669,127.2619066,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4643547,127.28955,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 어진동 564,1,,세종특별자치시 어진동 564,36.5028207,127.261451,,150W,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4646682,127.2900945,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.4870798,127.2963882,,메탈,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4648948,127.2903114,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.4872877,127.2964979,,메탈,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4651271,127.2904493,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.4875046,127.2965964,,메탈,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4653735,127.290607,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.4877035,127.2967063,,메탈,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4656383,127.2907139,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.4850793,127.2620432,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4659076,127.2907344,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.4846841,127.262259,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 5-1,1,,금남면 용포리 5-1,36.4661801,127.2907427,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.484451,127.2624509,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 312,1,,금남면 용포리 312,36.4657672,127.2785401,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.484182,127.2626767,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 312,1,,금남면 용포리 312,36.465621,127.2785713,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 406-1,1,,세종특별자치시 나성동 406-1,36.4839311,127.2629023,,CDM,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 312,1,,금남면 용포리 312,36.4653957,127.2786278,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4835149,127.2626495,,LED,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 312,1,,금남면 용포리 312,36.4650999,127.2787005,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.48315,127.2619276,,LED,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 312,1,,금남면 용포리 312,36.464799,127.278777,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4833509,127.2623497,,LED,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 312,1,,금남면 용포리 312,36.4645931,127.2788109,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4827943,127.261239,,LED,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 312,1,,금남면 용포리 312,36.4643327,127.2787535,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.482712,127.2610501,,LED,044-300-5132,세종특별자치시청,2019-09-19
금남면 용포리 312,1,,금남면 용포리 312,36.4640682,127.2786895,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4829824,127.2610586,,LED,044-300-5132,세종특별자치시청,2019-09-19
장군면 산학리,1,,장군면 산학리,36.4741354,127.2287388,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4833643,127.2630639,,LED,044-300-5132,세종특별자치시청,2019-09-19
장군면 산학리,1,,장군면 산학리,36.4742768,127.2292636,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4815178,127.2632376,,LED,044-300-5132,세종특별자치시청,2019-09-19
장군면 산학리,1,,장군면 산학리,36.47452,127.2295615,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4816913,127.2636042,,LED,044-300-5132,세종특별자치시청,2019-09-19
장군면 산학리,1,,장군면 산학리,36.4748762,127.2300325,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4813444,127.2628821,,LED,044-300-5132,세종특별자치시청,2019-09-19
장군면 산학리,1,,장군면 산학리,36.4752515,127.2306863,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.4865281,127.2960584,,메탈,044-300-5132,세종특별자치시청,2019-09-19
장군면 도계리 156-25,1,,장군면 도계리 156-25,36.4978234,127.2063289,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.4862743,127.2958151,,메탈,044-300-5132,세종특별자치시청,2019-09-19
장군면 도계리 156-25,1,,장군면 도계리 156-25,36.4976098,127.2060593,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4827546,127.263583,,LED,044-300-5132,세종특별자치시청,2019-09-19
장군면 도계리 156-25,1,,장군면 도계리 156-25,36.4973592,127.2056996,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4810433,127.2622823,,LED,044-300-5132,세종특별자치시청,2019-09-19
장군면 도계리 156-25,1,,장군면 도계리 156-25,36.4971241,127.2053988,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4816038,127.2640291,,LED,044-300-5132,세종특별자치시청,2019-09-19
장군면 도계리 156-25,1,,장군면 도계리 156-25,36.496897,127.2050779,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4808823,127.2624735,,LED,044-300-5132,세종특별자치시청,2019-09-19
장군면 도계리 156-25,1,,장군면 도계리 156-25,36.4966524,127.2047659,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.481357,127.2634623,,LED,044-300-5132,세종특별자치시청,2019-09-19
장군면 도계리 156-25,1,,장군면 도계리 156-25,36.4963872,127.2044573,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4818374,127.2639041,,LED,044-300-5132,세종특별자치시청,2019-09-19
장군면 도계리 156-25,1,,장군면 도계리 156-25,36.496117,127.2041336,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4822336,127.2638558,,LED,044-300-5132,세종특별자치시청,2019-09-19
장군면 도계리 156-25,1,,장군면 도계리 156-25,36.4958846,127.203855,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4824942,127.2637305,,LED,044-300-5132,세종특별자치시청,2019-09-19
장군면 도계리 156-25,1,,장군면 도계리 156-25,36.4980622,127.2066805,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.4858584,127.2955845,,메탈,044-300-5132,세종특별자치시청,2019-09-19
장군면 도계리 156-25,1,,장군면 도계리 156-25,36.49826,127.20695,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.482027,127.2639581,,LED,044-300-5132,세종특별자치시청,2019-09-19
장군면 도계리 156-25,1,,장군면 도계리 156-25,36.4984897,127.2072715,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4813881,127.2641204,,LED,044-300-5132,세종특별자치시청,2019-09-19
장군면 도계리 156-25,1,,장군면 도계리 156-25,36.4987238,127.2075955,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4809108,127.2641807,,LED,044-300-5132,세종특별자치시청,2019-09-19
장군면 도계리 156-25,1,,장군면 도계리 156-25,36.4989589,127.2079137,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4811449,127.264145,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5294103,127.3648101,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.485632,127.2953968,,메탈,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5292878,127.3645218,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4806497,127.2642167,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5291273,127.3642013,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4801454,127.2642772,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5289332,127.3637842,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4819099,127.2639816,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5290161,127.3639783,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4815395,127.2638288,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.52955,127.3651024,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.4854146,127.2952091,,메탈,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5296801,127.3653883,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.4851972,127.2950213,,메탈,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5298152,127.3656815,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4811561,127.2630289,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5299905,127.3660222,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 787,1,,세종특별자치시 나성동 787,36.4810375,127.2628069,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5301283,127.3662942,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4834917,127.2632747,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5301822,127.3665369,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4833125,127.2634326,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5300195,127.366223,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4831422,127.2635905,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5297251,127.3656291,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4829269,127.2637488,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5296061,127.365378,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4826217,127.2639414,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5294977,127.365135,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.482415,127.2640438,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5293685,127.3648638,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.4849799,127.2948447,,메탈,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.529236,127.3645778,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4821815,127.2641687,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5290733,127.3642545,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4832562,127.2616141,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5289644,127.3640175,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.4847895,127.2946567,,메탈,044-300-5132,세종특별자치시청,2019-09-19
부강면 부강리 427-5,1,,부강면 부강리 427-5,36.5288916,127.3638411,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.483521,127.2621696,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5280616,127.3954331,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4831284,127.2613474,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5287608,127.3951077,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4834115,127.2619474,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5273835,127.3957321,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4836945,127.2625362,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5267301,127.3960066,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.4845901,127.2944576,,메탈,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5260227,127.396298,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.4844387,127.2947715,,메탈,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.525356,127.3968518,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4828679,127.261495,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5245456,127.3980201,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4825539,127.2617212,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5240542,127.3988422,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4822399,127.2619473,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5237884,127.3992903,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4819168,127.2621736,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5263793,127.3962839,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4812888,127.2626259,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5285004,127.3954044,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4814503,127.2625128,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5271206,127.3960316,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4817643,127.2622866,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5278302,127.3957096,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4820784,127.2620605,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5260141,127.3964782,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.4847104,127.2949922,,메탈,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5243774,127.3986177,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4823834,127.2618344,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5239964,127.3992779,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4826974,127.2616082,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5290428,127.3951635,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4822774,127.2621813,,LED,044-300-5132,세종특별자치시청,2019-09-19
부강면 문곡리 463-24,1,문곡달미길 57-15,부강면 문곡리 463-24,36.5250079,127.3976244,,NH,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4824963,127.2626033,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 한솔동 1243,1,,세종특별자치시 한솔동 1243,36.4709772,127.2533595,,CDM,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 소담동 510-3,1,,세종특별자치시 소담동 510-3,36.484964,127.2952131,,메탈,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 한솔동 1243,1,,세종특별자치시 한솔동 1243,36.4709267,127.2542415,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4823868,127.2623923,,LED,044-300-5132,세종특별자치시청,2019-09-19
연기면 세종리 764-1,1,,연기면 세종리 764-1,36.4973104,127.3028258,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4825968,127.2628256,,LED,044-300-5132,세종특별자치시청,2019-09-19
연기면 해밀리 산1-2,1,,연기면 해밀리 산1-2,36.53213132,127.2689237,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 499,1,,세종특별자치시 나성동 499,36.4828067,127.2632589,,LED,044-300-5132,세종특별자치시청,2019-09-19
세종특별자치시 나성동 755,1,,세종특별자치시 나성동 755,36.4891577,127.2561744,,CDM,044-300-5132,세종특별자치시청,2019-09-19
